rank,scenario,target,status,matched_samples,mean_ray_distance_m,median_ray_distance_m,p95_ray_distance_m,max_ray_distance_m,rmse_ray_distance_m,mean_angle_error_deg,median_angle_error_deg,p95_angle_error_deg,max_angle_error_deg,reason
1,ble1,Vysavac3,ok,13333,0.2806241735983826,0.24158250262631298,0.5983498229174984,1.7073078737945158,0.3309425486282945,3.745985304513137,3.2220312574628327,8.691790353706164,15.741817932790864,
2,ble2,Vysavac3,ok,13333,0.2669660272109966,0.20046645420808953,0.7574980725400461,1.1899453209288287,0.3408316555868002,5.121538770541157,3.901284788216349,13.011451263862128,19.272527475156647,
