rank,scenario,target,status,matched_samples,mean_ray_distance_m,median_ray_distance_m,p95_ray_distance_m,max_ray_distance_m,rmse_ray_distance_m,mean_angle_error_deg,median_angle_error_deg,p95_angle_error_deg,max_angle_error_deg,reason
1,ble2,Phantom4,ok,13333,0.31923961548169755,0.28543174312970526,0.6275255848126478,1.4339846300338486,0.3747942611797199,6.384876462887319,5.770666429635296,12.00711721068437,33.399589002410075,
2,ble1,Phantom4,ok,13333,0.6493781814874036,0.6387025881152348,1.117083049590128,2.0040182008593055,0.7077156415644282,7.914810540024138,7.57607317399078,14.474259377001466,20.607434996734206,
